1|Accommodation|1|https://media.architecturaldigest.com/photos/5e5d59aeeb28a30008975708/master/w_1600%2Cc_limit/180410BH_15b_WTM_0024_HighRes.jpg
2|Accommodation|1|https://images.ctfassets.net/pg6xj64qk0kh/2r4QaBLvhQFH1mPGljSdR9/39b737d93854060282f6b4a9b9893202/camden-paces-apartments-buckhead-ga-terraces-living-room-with-den_1.jpg?fm=webp&w=1536
3|Accommodation|1|https://cdn.shortpixel.ai/spai/w_737+q_lossless+ret_img+to_webp/https://helloavenir.com/wp-content/uploads/2020/06/DSC05278.jpg
4|Accommodation|0|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg
5|Accommodation|2|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg
6|Accommodation|1|https://cdn.shortpixel.ai/spai/w_737+q_lossless+ret_img+to_webp/https://helloavenir.com/wp-content/uploads/2020/06/DSC05278.jpg
7|Accommodation|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg
8|Accommodation|1|https://keyassets.timeincuk.net/inspirewp/live/wp-content/uploads/sites/8/2020/01/Chancellors-Swiss-Cottage-920x616.jpg
9|Accommodation|1|https://www.collinsdictionary.com/images/thumb/cottage_141426904_250.jpg?version=4.0.302
10|Accommodation|1|https://www.collinsdictionary.com/images/thumb/cottage_141426904_250.jpg?version=4.0.302
11|Accommodation|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg
12|Accommodation|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg
13|Accommodation|1|https://www.aveliving.com/AVE/media/Property_Images/Florham%20Park/hero/flor-apt-living-(2)-hero.jpg?ext=.jpg
